ID,Delivery_person_ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,order_freq,Time_taken (min)
0xa39,PUNERES03DEL03,18.554382,73.798206,18.584382,73.828206,Sunny,Jam,2.0,16
0x4cf6,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,Sunny,Low,2.0,20
0x79c2,PUNERES04DEL02,18.51421,73.838429,18.64421,73.968429,Stormy,Jam,1.0,26
0x2e45,PUNERES08DEL01,18.53408,73.89852,18.54408,73.90852,Sunny,Low,1.0,17
0x9bc6,PUNERES20DEL01,18.592718,73.773572,18.632718,73.813572,Fog,High,1.0,38
0x80fb,PUNERES010DEL01,18.539299,73.897902,18.579299,73.937902,Fog,High,2.0,28
0x53df,PUNERES18DEL02,18.593481,73.785901,18.643481,73.835901,Sandstorms,Jam,1.0,18
0x370d,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,Sandstorms,Low,1.0,11
0xa7ee,PUNERES17DEL02,18.530963,73.828972,18.550963,73.848972,Sandstorms,Low,2.0,20
0x899b,PUNERES03DEL02,18.554382,73.798206,18.574382,73.818206,Fog,Low,2.0,15
0x367b,PUNERES05DEL02,18.543626,73.905101,18.623626,73.985101,Cloudy,Jam,1.0,30
0x6151,PUNERES02DEL03,18.55144,73.804855,18.61144,73.864855,Windy,Jam,2.0,29
0x7e4f,PUNERES010DEL01,18.539299,73.897902,18.649299,74.007902,Sandstorms,Low,2.0,20
0x61d7,PUNERES08DEL01,18.53408,73.89852,18.64408,74.00852,Windy,Low,2.0,16
0x8a62,PUNERES16DEL01,18.536718,73.830327,18.546719,73.840328,Sunny,High,2.0,24
0x6a73,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,Windy,Low,2.0,26
0x2cb0,PUNERES03DEL01,18.554382,73.798206,18.594382,73.838206,Stormy,Medium,2.0,16
0x25bc,PUNERES05DEL02,18.543626,73.905101,18.623626,73.985101,Sandstorms,Medium,1.0,20
0x403,PUNERES15DEL01,18.636215,73.751081,18.746215,73.861081,Clear,Medium,2.0,37
0x189e,PUNERES05DEL02,18.543626,73.905101,18.563626,73.925101,Sunny,Low,2.0,17
0x946f,PUNERES03DEL03,18.554382,73.798206,18.644382,73.888206,Cloudy,Jam,1.0,44
0x9ff6,PUNERES16DEL03,18.536718,73.830327,18.626718,73.920327,Sandstorms,Jam,2.0,28
0xb1e0,PUNERES11DEL01,18.533811,73.899315,18.543811,73.909315,Fog,Low,2.0,17
0xacaa,PUNERES20DEL02,18.592718,73.773572,18.612718,73.793572,Cloudy,High,2.0,37
0x85d6,PUNERES04DEL02,18.51421,73.838429,18.53421,73.858429,Sunny,Low,2.0,26
0x4049,PUNERES18DEL01,18.593481,73.785901,18.633481,73.825901,Sunny,High,2.0,23
0xa8a9,PUNERES07DEL02,18.546947,73.900626,18.676947,74.030626,Sandstorms,Low,1.0,20
0x1e95,PUNERES14DEL01,18.516216,73.842527,18.626216,73.952527,Cloudy,Low,1.0,42
0xf0d,PUNERES04DEL03,18.51421,73.838429,18.54421,73.868429,Stormy,Jam,2.0,28
0x8ed8,PUNERES12DEL02,18.520016,73.830547,18.540016,73.850547,Sunny,Low,2.0,24
0x8d7d,PUNERES15DEL02,18.636215,73.751081,18.716215,73.831081,Sunny,Jam,2.0,26
0x73e6,PUNERES07DEL01,18.546947,73.900626,18.556947,73.910626,Fog,Low,1.0,26
0x14c2,PUNERES12DEL01,18.520016,73.830547,18.530016,73.840547,Cloudy,High,2.0,28
0x4a3e,PUNERES16DEL01,18.536718,73.830327,18.606718,73.900327,Stormy,Low,2.0,21
0x350e,PUNERES06DEL02,18.546258,73.904337,18.566258,73.924337,Cloudy,Low,1.0,17
0xa278,PUNERES15DEL01,18.636215,73.751081,18.676215,73.791081,Cloudy,Medium,1.0,12
0xb61,PUNERES19DEL02,18.563934,73.915367,18.643935,73.995367,Fog,Jam,2.0,43
0x3a32,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,Windy,Low,2.0,24
0x589a,PUNERES02DEL02,18.55144,73.804855,18.68144,73.934855,Cloudy,Low,2.0,24
0x81c,PUNERES06DEL02,18.546258,73.904337,18.566258,73.924337,Sandstorms,Low,1.0,17
0x2437,PUNERES07DEL01,18.546947,73.900626,18.556947,73.910626,Fog,Low,1.0,19
0xbd96,PUNERES18DEL02,18.593481,73.785901,18.613481,73.805901,Fog,High,2.0,30
0xc34,PUNERES010DEL03,18.539299,73.897902,18.629299,73.987902,Sunny,Medium,2.0,20
0xa4f2,PUNERES18DEL01,18.593481,73.785901,18.703481,73.895901,Sunny,Low,2.0,23
0x615c,PUNERES03DEL01,18.554382,73.798206,18.564382,73.808206,Windy,High,1.0,31
0xaa06,PUNERES19DEL03,18.563934,73.915367,18.623935,73.975367,Sandstorms,Jam,2.0,26
0xac36,PUNERES03DEL02,18.554382,73.798206,18.684382,73.928206,Sandstorms,Medium,2.0,22
0x29aa,PUNERES16DEL01,18.536718,73.830327,18.576718,73.870328,Cloudy,Medium,1.0,17
0x7802,PUNERES010DEL01,18.539299,73.897902,18.649299,74.007902,Fog,Low,2.0,28
0xb4d2,PUNERES15DEL02,18.636215,73.751081,18.766215,73.881081,Fog,Medium,2.0,35
0xb783,PUNERES16DEL02,18.536718,73.830327,18.666719,73.960327,Sunny,Medium,1.0,26
0x1b1c,PUNERES08DEL02,18.53408,73.89852,18.66408,74.02852,Stormy,Jam,2.0,33
0x4ee0,PUNERES08DEL02,18.53408,73.89852,18.66408,74.02852,Fog,Medium,2.0,35
0xbf0,PUNERES20DEL03,18.592718,73.773572,18.622718,73.803572,Windy,Jam,3.0,35
0x93ba,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,Windy,Medium,2.0,26
0x1535,PUNERES01DEL03,18.569156,73.774723,18.659156,73.864723,Sandstorms,Jam,2.0,39
0x5911,PUNERES03DEL03,18.554382,73.798206,18.644382,73.888206,Stormy,Medium,2.0,28
0x8a01,PUNERES19DEL01,18.563934,73.915367,18.673935,74.025367,Fog,Medium,2.0,35
0x6c19,PUNERES01DEL03,18.569156,73.774723,18.659156,73.864723,Sunny,Low,2.0,29
0x6172,PUNERES06DEL01,18.546258,73.904337,18.556258,73.914337,Clear,Medium,2.0,29
0xbe04,PUNERES02DEL01,18.55144,73.804855,18.62144,73.874855,Fog,Medium,3.0,40
0x87b5,PUNERES18DEL01,18.593481,73.785901,18.603481,73.795901,Cloudy,Low,2.0,19
0x727d,PUNERES14DEL02,18.516216,73.842527,18.566216,73.892527,Stormy,Low,1.0,10
0x1701,PUNERES05DEL02,18.543626,73.905101,18.673626,74.035101,Cloudy,Jam,2.0,32
0xaaec,PUNERES010DEL01,18.539299,73.897902,18.549299,73.907902,Fog,Low,2.0,15
0xb614,PUNERES01DEL03,18.569156,73.774723,18.629156,73.834723,Sunny,Jam,1.0,20
0x87f0,PUNERES04DEL01,18.51421,73.838429,18.55421,73.878429,Sunny,Medium,2.0,16
0x7738,PUNERES14DEL03,18.516216,73.842527,18.606216,73.932527,Windy,Low,2.0,19
0x9957,PUNERES06DEL03,18.546258,73.904337,18.606258,73.964337,Cloudy,Jam,2.0,31
0x420f,PUNERES09DEL01,18.536562,73.896485,18.646562,74.006485,Windy,Low,2.0,25
0x668f,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,Cloudy,Medium,1.0,39
0x8199,PUNERES18DEL02,18.593481,73.785901,18.723481,73.915901,Sunny,Medium,2.0,16
0x5a93,PUNERES03DEL02,18.554382,73.798206,18.604382,73.848206,Stormy,Jam,2.0,25
0xac1,PUNERES12DEL01,18.520016,73.830547,18.560016,73.870547,Cloudy,High,2.0,27
0x6b06,PUNERES20DEL01,18.592718,73.773572,18.602718,73.783572,Windy,Low,2.0,11
0xaaac,PUNERES16DEL02,18.536718,73.830327,18.616719,73.910327,Sandstorms,Medium,2.0,22
0x416c,PUNERES17DEL02,18.530963,73.828972,18.580963,73.878972,Fog,Jam,2.0,33
0x4114,PUNERES04DEL02,18.51421,73.838429,18.56421,73.888429,Windy,Medium,2.0,38
0xb68d,PUNERES18DEL02,18.593481,73.785901,18.723481,73.915901,Windy,Medium,2.0,23
0x5d9,PUNERES17DEL02,18.530963,73.828972,18.580963,73.878972,Fog,Medium,2.0,19
0x2d08,PUNERES04DEL01,18.51421,73.838429,18.52421,73.848429,Fog,Low,1.0,17
0x74e4,PUNERES17DEL02,18.530963,73.828972,18.660963,73.958972,Windy,Jam,2.0,34
0x2cfe,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,Fog,Low,2.0,43
0x6e3,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,Clear,Medium,2.0,41
0xb56,PUNERES12DEL02,18.520016,73.830547,18.570016,73.880547,Sandstorms,Medium,1.0,22
0x4aba,PUNERES010DEL03,18.539299,73.897902,18.599299,73.957902,Fog,Medium,2.0,16
0x7ee1,PUNERES06DEL01,18.546258,73.904337,18.616258,73.974337,Fog,Jam,2.0,53
0x4044,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,Sandstorms,Low,2.0,22
0x8c92,PUNERES010DEL02,18.539299,73.897902,18.559299,73.917902,Windy,Low,1.0,11
0x5511,PUNERES13DEL02,18.56245,73.916619,18.64245,73.996619,Fog,Jam,1.0,30
0x7a5b,PUNERES08DEL02,18.53408,73.89852,18.55408,73.91852,Fog,Low,1.0,10
0x398d,PUNERES08DEL02,18.53408,73.89852,18.55408,73.91852,Sunny,High,2.0,12
0x5b6a,PUNERES09DEL02,18.536562,73.896485,18.556562,73.916485,Sandstorms,Low,2.0,15
0x59a2,PUNERES02DEL02,18.55144,73.804855,18.63144,73.884855,Stormy,Jam,1.0,31
0xb622,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,Stormy,Jam,2.0,16
0x3202,PUNERES010DEL03,18.539299,73.897902,18.629299,73.987902,Sunny,Low,2.0,23
0x9e16,PUNERES09DEL02,18.536562,73.896485,18.586562,73.946485,Sunny,Medium,1.0,21
0x3ad7,PUNERES17DEL03,18.530963,73.828972,18.560963,73.858972,Windy,Jam,2.0,27
0x70d3,PUNERES12DEL03,18.520016,73.830547,18.550016,73.860547,Cloudy,Jam,3.0,34
0x682,PUNERES17DEL01,18.530963,73.828972,18.600963,73.898972,Clear,Medium,2.0,26
0x96fb,PUNERES15DEL02,18.636215,73.751081,18.686215,73.801081,Windy,Jam,1.0,25
0x5a0b,PUNERES17DEL03,18.530963,73.828972,18.560963,73.858972,Sandstorms,Jam,1.0,30
0xacb2,PUNERES19DEL01,18.563934,73.915367,18.573935,73.925367,Sandstorms,Low,2.0,22
0xb928,PUNERES15DEL02,18.636215,73.751081,18.766215,73.881081,Cloudy,Jam,2.0,36
0x77d2,PUNERES14DEL01,18.516216,73.842527,18.526216,73.852527,Stormy,Low,1.0,14
0x571f,PUNERES12DEL02,18.520016,73.830547,18.570016,73.880547,Sunny,Medium,1.0,20
0x6fcd,PUNERES08DEL02,18.53408,73.89852,18.66408,74.02852,Windy,Low,2.0,21
0x6559,PUNERES11DEL03,18.533811,73.899315,18.623811,73.989315,Sunny,Jam,2.0,22
0x85f1,PUNERES17DEL02,18.530963,73.828972,18.610963,73.908972,Sunny,Medium,2.0,29
0xa809,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,Cloudy,Low,2.0,10
0x146f,PUNERES03DEL01,18.554382,73.798206,18.664382,73.908206,Sandstorms,Jam,4.0,48
0x526e,PUNERES08DEL01,18.53408,73.89852,18.60408,73.96852,Stormy,Medium,1.0,22
0x70f8,PUNERES010DEL03,18.539299,73.897902,18.629299,73.987902,Sunny,Medium,1.0,33
0x2cc0,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,Sandstorms,Low,1.0,18
0x82b,PUNERES16DEL03,18.536718,73.830327,18.596719,73.890327,Stormy,Jam,1.0,31
0x10f2,PUNERES16DEL03,18.536718,73.830327,18.596719,73.890327,Cloudy,Low,2.0,12
0x5e4e,PUNERES15DEL03,18.636215,73.751081,18.666215,73.781081,Windy,Jam,2.0,33
0xbb7,PUNERES20DEL03,18.592718,73.773572,18.652718,73.833572,Clear,Medium,2.0,20
0xad95,PUNERES08DEL03,18.53408,73.89852,18.62408,73.98852,Sunny,Low,2.0,25
0xb7c8,PUNERES16DEL01,18.536718,73.830327,18.546719,73.840328,Sunny,Low,2.0,21
0x79bc,PUNERES20DEL02,18.592718,73.773572,18.672718,73.853572,Fog,Medium,2.0,44
0x631d,PUNERES16DEL03,18.536718,73.830327,18.626718,73.920327,Sunny,Jam,2.0,31
0x2457,PUNERES15DEL03,18.636215,73.751081,18.696215,73.811081,Cloudy,Jam,2.0,38
0xaef9,PUNERES09DEL02,18.536562,73.896485,18.666562,74.026485,Sandstorms,Jam,1.0,32
0xa36,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,Cloudy,Low,1.0,20
0x1384,PUNERES09DEL03,18.536562,73.896485,18.566562,73.926485,Clear,Medium,2.0,21
0x4180,PUNERES06DEL03,18.546258,73.904337,18.606258,73.964337,Cloudy,Jam,2.0,34
0x1fd1,PUNERES11DEL03,18.533811,73.899315,18.593811,73.959315,Windy,Jam,1.0,30
0x688d,PUNERES17DEL02,18.530963,73.828972,18.550963,73.848972,Sandstorms,Low,1.0,16
0x4cec,PUNERES02DEL03,18.55144,73.804855,18.58144,73.834855,Sandstorms,Low,2.0,27
0x884e,PUNERES19DEL03,18.563934,73.915367,18.653934,74.005367,Fog,Medium,1.0,26
0xac46,PUNERES04DEL02,18.51421,73.838429,18.59421,73.918429,Sandstorms,Jam,1.0,32
0x8a24,PUNERES08DEL01,18.53408,73.89852,18.57408,73.93852,Stormy,Medium,2.0,27
0xb0d7,PUNERES09DEL02,18.536562,73.896485,18.666562,74.026485,Cloudy,Jam,2.0,43
0x786d,PUNERES03DEL01,18.554382,73.798206,18.664382,73.908206,Fog,Jam,2.0,41
0xac73,PUNERES02DEL01,18.55144,73.804855,18.56144,73.814855,Cloudy,Low,2.0,15
0x2274,PUNERES07DEL01,18.546947,73.900626,18.586947,73.940626,Sandstorms,Medium,2.0,32
0x875b,PUNERES17DEL02,18.530963,73.828972,18.610963,73.908972,Cloudy,Low,2.0,22
0x4ba1,PUNERES12DEL02,18.520016,73.830547,18.600016,73.910547,Sandstorms,Jam,2.0,26
0x5922,PUNERES13DEL01,18.56245,73.916619,18.63245,73.986619,Sunny,Medium,1.0,15
0x3696,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,Sandstorms,Jam,1.0,28
0x6374,PUNERES12DEL01,18.520016,73.830547,18.560016,73.870547,Cloudy,High,1.0,22
0x27f4,PUNERES13DEL03,18.56245,73.916619,18.62245,73.976619,Sandstorms,Medium,2.0,30
0x593d,PUNERES02DEL03,18.55144,73.804855,18.61144,73.864855,Cloudy,Medium,2.0,15
0x3c60,PUNERES19DEL01,18.563934,73.915367,18.573935,73.925367,Sandstorms,Low,2.0,29
0xaa4b,PUNERES20DEL02,18.592718,73.773572,18.722718,73.903572,Fog,Jam,2.0,40
0x8090,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,Cloudy,Jam,2.0,46
0xab18,PUNERES01DEL01,18.569156,73.774723,18.639156,73.844723,Fog,Medium,2.0,32
0x62e,PUNERES01DEL02,-18.569156,73.774723,18.589156,73.794723,Stormy,Low,2.0,22
0xb762,PUNERES14DEL01,18.516216,73.842527,18.586216,73.912527,Fog,Low,1.0,23
0x4716,PUNERES15DEL02,18.636215,73.751081,18.716215,73.831081,Cloudy,Jam,3.0,44
0x21a6,PUNERES010DEL01,18.539299,73.897902,18.579299,73.937902,Sunny,High,2.0,19
0x8d80,PUNERES12DEL02,18.520016,73.830547,18.650016,73.960547,Windy,Low,1.0,14
0x2d03,PUNERES14DEL03,18.516216,73.842527,18.576216,73.902527,Fog,Medium,2.0,15
0xb7e2,PUNERES11DEL03,18.533811,73.899315,18.563811,73.929315,Cloudy,Jam,2.0,33
0xde0,PUNERES010DEL02,18.539299,73.897902,18.619299,73.977902,Sandstorms,Medium,2.0,25
0x8642,PUNERES14DEL03,18.516216,73.842527,18.606216,73.932527,Windy,Low,2.0,21
0x5798,PUNERES03DEL01,18.554382,73.798206,18.624382,73.868206,Stormy,Jam,2.0,25
0x2c60,PUNERES17DEL01,18.530963,73.828972,18.540963,73.838972,Stormy,Low,1.0,25
0x8c23,PUNERES15DEL02,18.636215,73.751081,18.686215,73.801081,Cloudy,Medium,2.0,29
0x824c,PUNERES09DEL02,18.536562,73.896485,18.616562,73.976485,Sunny,Low,1.0,32
0x92d3,PUNERES12DEL03,18.520016,73.830547,18.580016,73.890547,Cloudy,Jam,2.0,27
0x4496,PUNERES16DEL02,18.536718,73.830327,18.666719,73.960327,Fog,Medium,1.0,43
0x880a,PUNERES01DEL02,18.569156,73.774723,18.699156,73.904723,Cloudy,Low,2.0,35
0x1c90,PUNERES13DEL03,18.56245,73.916619,18.62245,73.976619,Sunny,Medium,2.0,17
0x169f,PUNERES03DEL01,18.554382,73.798206,18.564382,73.808206,Clear,Medium,2.0,19
0x70f1,PUNERES14DEL03,18.516216,73.842527,18.546216,73.872527,Windy,Jam,2.0,32
0x79f0,PUNERES02DEL01,18.55144,73.804855,18.62144,73.874855,Sunny,Medium,1.0,16
0xb4b2,PUNERES01DEL02,18.569156,73.774723,18.619156,73.824723,Sandstorms,Medium,1.0,24
0x2bdd,PUNERES20DEL02,18.592718,73.773572,18.612718,73.793572,Cloudy,Low,2.0,28
0x9bd5,PUNERES12DEL01,18.520016,73.830547,18.560016,73.870547,Fog,High,2.0,31
0x3a10,PUNERES13DEL02,18.56245,73.916619,18.64245,73.996619,Sandstorms,Jam,2.0,35
0x2552,PUNERES12DEL02,18.520016,73.830547,18.650016,73.960547,Sunny,Low,2.0,22
0xbe4b,PUNERES15DEL02,18.636215,73.751081,18.716215,73.831081,Fog,Jam,2.0,33
0x98c4,PUNERES13DEL01,18.56245,73.916619,18.63245,73.986619,Cloudy,Low,1.0,28
0xb920,PUNERES17DEL03,18.530963,73.828972,18.590963,73.888972,Sandstorms,Jam,1.0,20
0x230b,PUNERES06DEL02,18.546258,73.904337,18.626258,73.984337,Sandstorms,Low,2.0,16
0x8e09,PUNERES19DEL03,18.563934,73.915367,18.653934,74.005367,Sunny,Medium,2.0,30
0x5612,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,Sunny,Jam,2.0,23
0xbba0,PUNERES04DEL02,18.51421,73.838429,18.59421,73.918429,Stormy,Jam,2.0,29
0x21b7,PUNERES05DEL01,18.543626,73.905101,18.613626,73.975101,Cloudy,Jam,1.0,40
0x918f,PUNERES07DEL01,18.546947,73.900626,18.586947,73.940626,Windy,High,1.0,27
0x61cc,PUNERES19DEL02,18.563934,73.915367,18.613934,73.965367,Cloudy,Medium,2.0,32
0x8fce,PUNERES20DEL01,18.592718,73.773572,18.632718,73.813572,Fog,Medium,1.0,11
0x5fa2,PUNERES03DEL01,18.554382,73.798206,18.594382,73.838206,Stormy,Medium,2.0,26
0x9ccf,PUNERES02DEL02,18.55144,73.804855,18.57144,73.824855,Fog,Low,1.0,16
0x7f9,PUNERES14DEL01,18.516216,73.842527,18.526216,73.852527,Windy,Low,2.0,23
0x445a,PUNERES04DEL03,18.51421,73.838429,18.60421,73.928429,Fog,Medium,2.0,27
0x9f37,PUNERES19DEL01,18.563934,73.915367,18.633934,73.985367,Fog,Jam,2.0,38
0x91f6,PUNERES14DEL03,18.516216,73.842527,18.576216,73.902527,Cloudy,Jam,2.0,25
0x4098,PUNERES07DEL02,18.546947,73.900626,18.676947,74.030626,Windy,Jam,2.0,25
0x8439,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,Sandstorms,Medium,1.0,16
0x5c97,PUNERES16DEL01,18.536718,73.830327,18.576718,73.870328,Sunny,Medium,2.0,22
0x2bef,PUNERES18DEL03,18.593481,73.785901,18.653481,73.845901,Cloudy,Jam,2.0,27
0x78a1,PUNERES16DEL01,18.536718,73.830327,18.646718,73.940327,Stormy,Medium,3.0,38
0x90b7,PUNERES09DEL02,18.536562,73.896485,18.666562,74.026485,Sunny,Jam,2.0,26
0xb86,PUNERES20DEL01,18.592718,73.773572,18.662718,73.843572,Windy,Jam,1.0,22
0xb1c3,PUNERES08DEL03,18.53408,73.89852,18.56408,73.92852,Sandstorms,Low,2.0,28
0x3672,PUNERES08DEL01,18.53408,73.89852,18.54408,73.90852,Sunny,Low,2.0,23
0x3692,PUNERES03DEL03,18.554382,73.798206,18.614382,73.858206,Sandstorms,Jam,2.0,24
0xa30d,PUNERES12DEL03,18.520016,73.830547,18.550016,73.860547,Cloudy,Medium,2.0,29
0x2364,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,Fog,Jam,2.0,44
0x83e1,PUNERES18DEL02,18.593481,73.785901,18.723481,73.915901,Fog,Low,2.0,37
0x74f2,PUNERES010DEL02,18.539299,73.897902,18.559299,73.917902,Windy,Low,2.0,19
0xe70,PUNERES01DEL02,18.569156,73.774723,18.589156,73.794723,Windy,High,1.0,29
0x2707,PUNERES12DEL02,18.520016,73.830547,18.570016,73.880547,Stormy,Low,2.0,30
0x389b,PUNERES02DEL03,18.55144,73.804855,18.58144,73.834855,Cloudy,Jam,2.0,24
0x3d11,PUNERES13DEL01,18.56245,73.916619,18.57245,73.926619,Sandstorms,Low,2.0,24
0x6955,PUNERES14DEL02,18.516216,73.842527,18.596216,73.922527,Sandstorms,Medium,2.0,40
0x576d,PUNERES12DEL02,18.520016,73.830547,18.540016,73.850547,Fog,High,2.0,24
0x1b84,PUNERES18DEL01,18.593481,73.785901,18.633481,73.825901,Sunny,Medium,2.0,10
0xaba4,PUNERES11DEL02,18.533811,73.899315,18.613811,73.979315,Windy,Low,2.0,15
0x6275,PUNERES20DEL02,18.592718,73.773572,18.672718,73.853572,Stormy,Jam,2.0,43
0x48c5,PUNERES01DEL03,18.569156,73.774723,18.599156,73.804723,Stormy,Medium,1.0,19
0x149c,PUNERES06DEL02,18.546258,73.904337,18.596258,73.954337,Windy,Medium,2.0,32
0x6e9b,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,Fog,Low,2.0,22
0x399f,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,Sandstorms,Low,1.0,19
0x72d1,PUNERES07DEL01,18.546947,73.900626,18.616947,73.970626,Cloudy,Jam,3.0,46
0x3ce4,PUNERES11DEL01,18.533811,73.899315,18.643811,74.009315,Windy,Jam,2.0,36
0x15a5,PUNERES17DEL01,18.530963,73.828972,18.540963,73.838972,Sunny,Low,2.0,23
0x5cb3,PUNERES05DEL03,18.543626,73.905101,18.633626,73.995101,Sandstorms,Low,2.0,29
0x4985,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,Fog,Jam,2.0,44
0x2300,PUNERES15DEL03,18.636215,73.751081,18.726215,73.841081,Windy,Jam,1.0,53
0x3491,PUNERES08DEL03,18.53408,73.89852,18.56408,73.92852,Fog,Low,2.0,18
0x722f,PUNERES17DEL02,18.530963,73.828972,18.550963,73.848972,Sunny,Low,2.0,17
0x671b,PUNERES07DEL01,18.546947,73.900626,18.656947,74.010626,Stormy,Medium,3.0,39
0x48ed,PUNERES04DEL02,18.51421,73.838429,18.56421,73.888429,Stormy,Jam,1.0,30
0xb3a3,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,Fog,Jam,3.0,34
0xb0f0,PUNERES01DEL01,18.569156,73.774723,18.609156,73.814723,Fog,High,2.0,30
0x483e,PUNERES04DEL02,18.51421,73.838429,18.53421,73.858429,Fog,High,1.0,23
0x4126,PUNERES05DEL01,18.543626,73.905101,18.613626,73.975101,Sunny,Medium,2.0,18
0x5aa8,PUNERES15DEL02,18.636215,73.751081,18.656215,73.771081,Cloudy,Low,2.0,15
0x5d5,PUNERES07DEL03,18.546947,73.900626,18.576947,73.930626,Sunny,Medium,2.0,18
0x6efe,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,Sunny,Low,1.0,12
0x75e0,PUNERES18DEL02,18.593481,73.785901,18.613481,73.805901,Windy,Low,2.0,33
0x93df,PUNERES16DEL02,18.536718,73.830327,18.616719,73.910327,Fog,Jam,2.0,38
0x298e,PUNERES01DEL03,18.569156,73.774723,18.599156,73.804723,Sandstorms,Medium,2.0,32
0x7ac4,PUNERES08DEL02,18.53408,73.89852,18.66408,74.02852,Cloudy,Medium,3.0,43
0xa778,PUNERES15DEL02,18.636215,73.751081,18.656215,73.771081,Windy,High,1.0,29
0xb198,PUNERES16DEL02,18.536718,73.830327,18.666719,73.960327,Cloudy,Low,1.0,26
0x8601,PUNERES07DEL01,18.546947,73.900626,18.556947,73.910626,Sandstorms,Low,2.0,26
0x5109,PUNERES03DEL01,18.554382,73.798206,18.664382,73.908206,Sandstorms,Medium,2.0,49
0x6337,PUNERES08DEL01,18.53408,73.89852,18.54408,73.90852,Sunny,High,1.0,19
0xf8a,PUNERES05DEL01,18.543626,73.905101,18.583626,73.945101,Stormy,High,2.0,27
0xa1b0,PUNERES18DEL02,18.593481,73.785901,18.643481,73.835901,Windy,Low,2.0,23
0x957,PUNERES17DEL03,18.530963,73.828972,18.590963,73.888972,Fog,Jam,2.0,30
0x33e8,PUNERES18DEL01,18.593481,73.785901,18.703481,73.895901,Stormy,Jam,2.0,25
0xb060,PUNERES11DEL01,18.533811,73.899315,18.543811,73.909315,Fog,Low,2.0,19
0x3852,PUNERES03DEL01,18.554382,73.798206,18.624382,73.868206,Stormy,Jam,2.0,20
0x1148,PUNERES15DEL01,18.636215,73.751081,18.676215,73.791081,Clear,Medium,1.0,11
0x7822,PUNERES20DEL01,18.592718,73.773572,18.702718,73.883572,Sunny,Jam,2.0,37
0x8435,PUNERES01DEL03,18.569156,73.774723,18.599156,73.804723,Fog,Low,2.0,28
0x599e,PUNERES17DEL03,18.530963,73.828972,18.590963,73.888972,Stormy,Jam,2.0,31
0x7342,PUNERES08DEL03,18.53408,73.89852,18.59408,73.95852,Sandstorms,Jam,2.0,29
0x759e,PUNERES15DEL02,18.636215,73.751081,18.656215,73.771081,Sunny,Low,2.0,15
0x584c,PUNERES05DEL02,18.543626,73.905101,18.563626,73.925101,Fog,High,1.0,28
0x6617,PUNERES15DEL01,18.636215,73.751081,18.646215,73.761081,Windy,Low,2.0,24
0xa704,PUNERES20DEL02,18.592718,73.773572,18.642718,73.823572,Stormy,Medium,2.0,31
0xae04,PUNERES11DEL01,18.533811,73.899315,18.603811,73.969315,Sandstorms,Medium,2.0,29
0x9d07,PUNERES02DEL02,18.55144,73.804855,18.68144,73.934855,Stormy,Jam,1.0,22
0x88f4,PUNERES20DEL02,18.592718,73.773572,18.722718,73.903572,Cloudy,Jam,1.0,34
0x68e6,PUNERES01DEL03,18.569156,73.774723,18.599156,73.804723,Cloudy,Medium,2.0,21
0x9233,PUNERES010DEL01,18.539299,73.897902,18.649299,74.007902,Cloudy,Jam,2.0,40
0x175b,PUNERES18DEL02,18.593481,73.785901,18.723481,73.915901,Windy,Low,2.0,27
0x7579,PUNERES03DEL03,18.554382,73.798206,18.644382,73.888206,Fog,Jam,1.0,39
0x6242,PUNERES07DEL01,18.546947,73.900626,18.656947,74.010626,Windy,Medium,2.0,47
0xa688,PUNERES20DEL01,18.592718,73.773572,18.702718,73.883572,Fog,Medium,4.0,43
0x987a,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,Sunny,Medium,2.0,32
0x44ba,PUNERES08DEL03,18.53408,73.89852,18.56408,73.92852,Cloudy,Jam,2.0,23
0x5037,PUNERES02DEL03,18.55144,73.804855,18.64144,73.894855,Windy,Medium,2.0,36
0xb6af,PUNERES14DEL01,18.516216,73.842527,18.626216,73.952527,Cloudy,Medium,3.0,46
